005,.,free,-,counter,.,co,.,uk,0
006,.,free,-,adult,-,counters,.,x,-,xtra,.,com,0
006,.,free,-,counter,.,co,.,uk,0
007,.,free,-,counter,.,co,.,uk,0
007,.,go2cloud,.,org,0
0075,-,7112,-,e7eb,-,f9b9,.,reporo,.,net,0
ad,.,doubleclick,.,net,.,50269,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50271,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50273,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50275,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50279,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50281,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50285,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50291,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50293,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50302,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50314,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50315,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50344,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50356,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50367,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50371,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50373,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50375,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50379,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50381,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50385,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50389,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50391,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50393,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50396,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50398,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50399,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50404,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50410,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50416,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50428,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50434,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50436,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50440,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50441,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50443,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50444,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50445,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50446,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50447,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50449,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50451,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50452,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50453,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50454,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50455,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50456,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50458,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50461,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50479,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50482,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50485,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50486,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50488,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50491,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50494,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50495,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50497,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50500,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50501,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50503,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50504,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50506,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50507,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50509,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50512,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50518,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50519,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50524,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50527,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50528,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50530,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50531,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50533,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50534,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50536,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50557,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50558,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50560,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50563,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50564,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50566,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50567,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50575,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50576,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50578,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50581,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50584,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50587,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50590,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50599,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50600,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50602,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50603,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50605,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50606,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50617,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50620,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50629,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50631,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50632,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50633,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50634,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50635,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50636,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50638,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50639,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50641,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50642,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50643,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50644,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50645,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50647,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50653,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50655,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50656,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50657,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50659,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50662,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50665,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50668,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50671,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50673,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50674,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50675,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50679,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50680,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50681,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50692,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50693,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50701,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50704,.,9279,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50881,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50882,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50884,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50885,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50887,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50888,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50889,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50890,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50891,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50893,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50894,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50896,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50897,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50899,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50902,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50903,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50905,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50908,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50909,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50910,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50911,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50912,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50913,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50914,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50915,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50916,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50917,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50918,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50920,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50921,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50922,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50923,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50924,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50925,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50926,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50927,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50928,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50929,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50930,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50931,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50932,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50933,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50934,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50935,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50936,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50937,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50938,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50939,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50958,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50959,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50960,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50962,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50963,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50965,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50966,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50968,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50969,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50971,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50974,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50977,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50980,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50983,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50986,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50989,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50992,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50993,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50995,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50996,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50998,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,50999,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51001,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51002,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51004,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51005,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51007,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51008,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51010,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51011,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51013,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51016,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51019,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51022,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51025,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51026,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51028,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51031,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51037,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51040,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51043,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51044,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51046,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51047,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51049,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51050,.,9336,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51057,.,9185,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51066,.,9185,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51157,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51158,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51159,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51160,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51161,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51162,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51163,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51164,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51166,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51167,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51168,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51169,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51170,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51175,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51176,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51178,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51179,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51184,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51185,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51187,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51188,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51189,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51190,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51191,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51192,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51193,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51194,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51195,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51196,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51197,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51198,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51199,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51200,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51201,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51202,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51203,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51204,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51205,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51206,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51208,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51209,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51211,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51212,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51214,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51215,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51216,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51217,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51218,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51220,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51221,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51223,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51224,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51225,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51226,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51227,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51229,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51230,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51231,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51232,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51233,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51235,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51236,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51238,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51239,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51241,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51242,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51243,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51244,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51245,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51246,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51247,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51248,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51250,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51251,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51252,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51253,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51254,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51256,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51257,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51258,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51259,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51260,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51262,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51265,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51266,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51268,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51269,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51270,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51271,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51272,.,9318,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51297,.,9185,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51300,.,9185,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51309,.,9185,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51312,.,9185,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51315,.,9185,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51318,.,9185,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51515,.,9076,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51518,.,9076,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51521,.,9374,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51524,.,9374,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51542,.,9078,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51596,.,9087,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51599,.,9086,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51602,.,9086,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51605,.,9085,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51608,.,9085,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51617,.,9082,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51620,.,9082,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51623,.,9375,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51638,.,9076,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51641,.,9076,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51644,.,9076,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51647,.,9374,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51650,.,9374,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51653,.,9374,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51656,.,9374,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51659,.,9374,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51662,.,9374,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51683,.,9078,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51686,.,9078,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51689,.,9078,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51692,.,9078,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51695,.,9078,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51698,.,9078,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51701,.,9079,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51704,.,9079,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51707,.,9079,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51710,.,9079,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51713,.,9079,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51719,.,9080,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51722,.,9080,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51725,.,9080,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51728,.,9080,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51731,.,9080,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51737,.,9375,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51740,.,9375,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51743,.,9375,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51746,.,9375,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51749,.,9375,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51752,.,9375,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51755,.,9084,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51758,.,9084,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51761,.,9084,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51764,.,9084,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51767,.,9084,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51770,.,9084,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51773,.,9082,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51776,.,9082,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51779,.,9082,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51800,.,9085,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51803,.,9085,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51806,.,9085,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51809,.,9085,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51812,.,9085,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51815,.,9085,.,302br,.,net,0
ad,.,doubleclick,.,net,.,51818,.,9086,.,302br,.,net,0
